Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
brian,US,14,1895,98.235.185.167,c-98-235-185-167.hsd1.pa.comcast.net,9090,9091,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-11-30,COMCAST-7922 - Comcast Cable Communications- Inc.-US,7922,44,None
briancranston,US,3,74,45.79.145.175,li1244-175.members.linode.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-06-04,LINODE-AP Linode- LLC- SG,63949,155,None
brianpuccio,US,144,325,198.74.56.191,server02.digitalrhapsody.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-11-10,LINODE-AP Linode- LLC-SG,63949,667,None
brienotthecheese,CA,98,144,45.62.226.59,c651076549-cloudpro-835027005.cloudatcost.com,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-06-01,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,747,None
BrieucBe,BE,0,5,91.176.21.38,38.21-176-91.adsl-dyn.isp.belgacom.be,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-05-28,BELGACOM-SKYNET-AS - BE,5432,6,None
Britbar,US,3,431,45.58.48.225,45.58.48.225,9000,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-05-12,HOSTUS-GLOBAL-AS-AP HostUS- HK,7489,31,None
britcommand,DE,6,434,89.40.126.79,grafico7.netvoice.co,9000,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-05-20,XANDMAIL-ASN X AND MAIL SA- DE,200185,17,None
brmlab,CZ,182,211,91.146.121.3,tor-exit.brmlab.cz,80,None,0,1,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-07-10,TRUSTICA-AS Trustica s.r.o.-CZ,198031,621,None
brokhacklab,MK,3,48,89.205.61.118,89.205.61.118.robi.com.mk,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-12-13,TELEKABEL-AS Trgovsko radiodifuzno drustvo kablovska televizija ROBI DOOEL Stip- MK,41557,31,None
bromeliad,A1,56,11,46.246.41.194,anon-41-194.vpn.ipredator.se,9091,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-10-06,CYBERDYNE- LR,37560,266,None
bronkus,US,270,94,167.88.113.187,167.88.113.187,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2015-04-13,RAMNODE - RamNode LLC- US,3842,2290,None
BronzonStuttgart,DE,150,2,217.247.180.110,pD9F7B46E.dip0.t-ipconnect.de,9035,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-10-29,DTAG Internet service provider operations- DE,3320,1270,None
brooklynrelay,US,167,489,74.65.215.208,cpe-74-65-215-208.nyc.res.rr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-05-08,SCRR-12271 - Time Warner Cable Internet LLC-US,12271,467,None
brooknet,GB,0,162,88.110.33.36,88-110-33-36.dynamic.dsl.as9105.com,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-04-03,TISCALI-UK Tiscali UK Limited-GB,9105,6,None
brotherjacob,DE,4,208,46.4.55.177,tor-exit-router.ins0mnia.net,1723,None,0,1,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-04-08,HETZNER-AS Hetzner Online GmbH-DE,24940,20,None
BrownLine,DE,6684,1992,46.101.102.71,46.101.102.71,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-03-16,DIGITALOCEAN-GERMANY Digital Ocean- Inc.- DE,201229,39800,[2a03:b0c0:3:d0::2ed:7001]:9050
bruins,DE,892,625,85.25.44.141,orion1626.startdedicated.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-03,PLUSSERVER-AS PlusServer AG-DE,8972,6310,None
brutal,PL,278,68,195.22.127.160,195.22.127.160,445,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-16,SPRINT-SDC _SPRINT_ S.A.- PL,197226,1280,None
brwyatt1,US,490,7629,104.244.223.204,104.244.223.204,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.6.9 on Linux,0,0,2013-12-24,CASCADELINK - CASCADELINK INC-US,19975,2220,None
BSDNow2016,US,17,1558,158.69.218.78,78.ip-158-69-218.net,8000,None,0,1,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-12-14,OVH OVH SAS-FR,16276,18,None
BSDTorProject,DE,100,751,81.7.3.247,jabber.gnuproject.org,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on FreeBSD,0,0,2015-06-12,ISPPRO-AS ISPpro Internet KG-DE,35366,426,None
bspunker,DE,133,390,77.20.217.25,ip4d14d919.dynamic.kabel-deutschland.de,9035,9040,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-12-31,KABELDEUTSCHLAND-AS Vodafone Kabel Deutschland GmbH- DE,31334,708,None
BTInfinitor,GB,426,137,86.137.49.13,host86-137-49-13.range86-137.btcentralplus.com,443,110,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-12-30,BT-UK-AS British Telecommunications PLC- GB,2856,2310,None
bucko,US,171,522,45.63.14.225,45.63.14.225,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-11-26,AS-CHOOPA - Choopa- LLC-US,20473,1020,None
Buddha,IN,99,2474,111.118.177.101,111-118-177-101.Noida.Datacenter.Terapeer.com,443,8080,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2011-06-15,CYFUTURE-AS-IN Cyber Futuristics India Pvt Ltd-IN,55470,546,None
bugx,DE,2441,820,131.220.141.128,bug-x.or.uni-bonn.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-07-21,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.-DE,680,9750,None
buha014,DE,59,16,92.226.235.71,x5ce2eb47.dyn.telefonica.de,29417,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-01-02,HANSENET - DE,13184,438,None
BuiltAutomatically,US,193,2559,45.63.83.237,45.63.83.237.vultr.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on FreeBSD,0,0,2016-02-22,AS-CHOOPA - Choopa- LLC- US,20473,1080,[2001:19f0:ac00:7f8:5400:ff:fe1f:538d]:443
BuiltAutomatically,NL,115,2559,45.32.192.43,45.32.192.43,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on FreeBSD,0,0,2016-02-22,AS-CHOOPA - Choopa- LLC- US,20473,822,[2001:19f0:6400:86e4:5400:ff:fe1f:538e]:443
BuiltAutomatically,NL,218,2559,45.32.217.113,45.32.217.113,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on FreeBSD,0,0,2016-02-22,AS-CHOOPA - Choopa- LLC- US,20473,837,[2001:19f0:5400:83aa:5400:ff:fe1f:538f]:443
Bukake,GB,6,3706,89.191.199.245,89.191.199.245,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-04-19,SPRINTLINK - Sprint-US,1239,38,None
BullDozer,A1,0,2,46.246.43.138,anon-43-138.vpn.ipredator.se,9011,None,0,0,0,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-05-28,CYBERDYNE- LR,37560,6,None
bummer,FR,509,3388,92.222.22.37,37.ip-92-222-22.eu,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-06-13,OVH OVH SAS-FR,16276,2670,[2001:41d0:52:d00::25]:443
BumsfalleraX,FR,122,358,178.32.220.186,ns344586.ip-178-32-220.eu,965,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 8 [server],0,0,2015-09-22,OVH OVH SAS- FR,16276,777,None
bumshausen,DE,5,2547,62.141.45.56,62.141.45.56,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-12-09,MYLOC-AS myLoc managed IT AG-DE,24961,23,None
bundestor,DE,12,16,87.132.123.154,p57847B9A.dip0.t-ipconnect.de,9009,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-04-13,DTAG Internet service provider operations- DE,3320,134,None
BungeeNet1,CA,743,57,159.203.11.12,tor-exit.bungeetaco.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-10-02,DIGITALOCEAN-ASN-CA1 - Digital Ocean- Inc.-US,394362,7620,None
BungeeNet2,CA,1192,57,159.203.15.136,tor-exit.bng.pw,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-09-27,DIGITALOCEAN-ASN-CA1 - Digital Ocean- Inc.-US,394362,10200,None
bunglerelay,GB,17,24,213.1.22.248,host213-1-22-248.range213-1.btcentralplus.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-04-16,BT-UK-AS BTnet UK Regional network- GB,2856,161,None
bunthabun,DE,3477,17,89.22.96.47,89.22.96.47.static.alvotech.net,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.10 on Linux,0,0,2014-12-21,EU-CLANOTOPIA - DE,31342,27500,None
burgerlul,NL,0,1077,82.169.127.217,82-169-127-217.ip.telfort.nl,443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-01-03,TISNL-BACKBONE KPN B.V.- NL,5615,6,None
burning,DE,9,13,217.239.8.197,pD9EF08C5.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-12-11,DTAG Internet service provider operations- DE,3320,109,None
burntor,HU,53,48,212.96.49.78,catv-212-96-49-78.catv.broadband.hu,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-05-04,LGI-UPC Liberty Global Operations B.V.-AT,6830,430,None
burntout,GB,5,1374,81.95.52.68,apple.rat.burntout.org,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-07-11,AVENSYS Avensys Networks Ltd-GB,8553,26,None
busbar,FI,13,168,80.248.240.43,80-248-240-43.cust.suomicom.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-05-31,SUOMICOMMUNICATIONS Suomi Communications Oy- FI,16302,151,None
buschu,CH,3,56,46.126.14.188,46-126-14-188.dynamic.hispeed.ch,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-02-16,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,20,None
Busybit,DE,245,157,78.47.47.89,s3.fahrner.name,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2015-06-20,HETZNER-AS Hetzner Online GmbH-DE,24940,919,None
buttersny,US,263,6374,104.131.42.149,butters.nitetechs.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2015-09-15,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.-US,393406,1360,None
buuuex,DE,10,270,139.59.134.30,139.59.134.30,9001,None,0,1,0,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-05-27,DIGITALOCEAN-GERMANY Digital Ocean- Inc.- DE,201229,14,None
BV1,CZ,251,7607,81.2.237.218,218.237.forpsi.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2015-07-26,INTERNET-CZ INTERNET CZ- a.s.-CZ,24806,1230,None
BV2,IT,389,7384,5.249.159.209,host209-159-249-5.static.serverdedicati.aruba.it,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2014-08-29,ARUBA-ASN Aruba S.p.A.-IT,31034,1660,None
BV3,IT,264,7442,5.249.159.198,host198-159-249-5.static.serverdedicati.aruba.it,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2015-08-02,ARUBA-ASN Aruba S.p.A.-IT,31034,1500,None
BV4,IT,318,5538,5.249.149.153,host153-149-249-5.static.serverdedicati.aruba.it,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2015-08-02,ARUBA-ASN Aruba S.p.A.-IT,31034,1400,None
BV5,IT,278,5535,89.46.70.98,host98-70-46-89.serverdedicati.aruba.it,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2015-08-05,ARUBA-ASN Aruba S.p.A.-IT,31034,1400,None
bwanzie,US,0,13,69.181.138.121,c-69-181-138-121.hsd1.ca.comcast.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-02-08,COMCAST-7922 - Comcast Cable Communications- Inc.-US,7922,21,None
bWluY29vcDAx,PT,73,192,109.49.34.29,a109-49-34-29.cpe.netcabo.pt,8080,9090,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on FreeBSD,0,0,2015-11-18,NOS_COMUNICACOES NOS COMUNICACOES- S.A.-PT,2860,428,None
byronical,NZ,9,147,121.73.83.192,121-73-83-192.cable.telstraclear.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-05-18,CLIX-NZ TelstraClear Ltd-NZ,4768,90,None
byteturtle3,FR,1996,1253,37.187.107.77,r.byte.wtf,8081,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-10-21,OVH OVH SAS- FR,16276,11700,None
Bytor,US,10,1361,184.90.70.31,184-90-70-31.res.bhn.net,19001,19030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-02-01,BHN-TAMPA - BRIGHT HOUSE NETWORKS- LLC-US,33363,74,None
ByTORAndTheSnowDog,US,35,279,75.181.173.35,cpe-75-181-173-35.carolina.res.rr.com,27014,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-03-26,SCRR-11426 - Time Warner Cable Internet LLC- US,11426,97,None
byurer,RU,37,62,2.61.123.48,dynamic-2-61-123-48.pppoe.khakasnet.ru,6216,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Windows 8,0,0,2016-05-25,ROSTELECOM-AS - RU,12389,309,None
BYXAHKA,UA,301,3106,217.12.199.76,alconabt.licoco.ua,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-01-30,ITLAS ITL Company- UA,15626,1470,None
bzerorelay1,US,130,512,50.193.202.38,50-193-202-38-static.hfc.comcastbusiness.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.10 on OpenBSD,0,0,2015-12-20,COMCAST-7922 - Comcast Cable Communications- Inc.-US,7922,304,None
BzVFrPiratenpartei,DE,201,83,78.47.93.12,static.12.93.47.78.clients.your-server.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-07-15,HETZNER-AS Hetzner Online GmbH-DE,24940,1220,None
c,FR,69,164,5.49.61.71,5-49-61-71.hfc.dyn.abo.bbox.fr,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-03-27,ASN-BOUYGTEL-ISP - FR,5410,365,None
c17h13cln4,US,312,98,50.116.7.186,li433-186.members.linode.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.6.10 on Linux,0,0,2015-10-04,HURRICANE - Hurricane Electric- Inc.- US,6939,1930,None
c4k3HS2,DK,19,1318,2.110.146.134,0127801301.0.fullrate.ninja,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2015-12-22,TDC TDC A/S-DK,3292,78,None
c4k3KS1,FR,5832,789,91.121.155.33,ks1.simpvp.net,22,None,0,0,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2015-04-28,OVH OVH SAS-FR,16276,32800,[2001:41d0:1:dc21::1]:22
cabradapeste,US,6,985,198.199.80.239,198.199.80.239,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on FreeBSD,0,0,2016-04-27,SERVERSTACK-ASN - ServerStack- Inc.- US,46652,36,None
caconymtor,GB,433,4274,94.229.74.165,caconym.talkunafraid.co.uk,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-01-28,UKSERVERS-AS UK Dedicated Servers Limited-GB,42831,1860,None
cactus,RU,95,606,94.26.129.142,94-26-129-142.arbital.ru,62090,62091,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-05-08,ARBITAL-AS Style-Com- RU,44068,651,None
caddydriverdan,US,84,154,72.46.155.186,72-46-155.unassigned.userdns.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-12-20,VERSAWEB-ASN - Versaweb- LLC-US,36114,522,None
cadory,DE,20,14,79.253.57.52,p4FFD3934.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-02-16,DTAG Internet service provider operations- DE,3320,143,None
caesar,IT,99,2644,151.1.182.128,server128-media-network-omnibus.it.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-04-03,ASN-ITNET ITnet S.r.l.-IT,3242,381,None
cain,IS,10,2561,37.235.49.124,124-49-235-37.static.edis.at,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-04-10,THORDC-AS THOR Data Center ehf-IS,50613,28,None
cairnes,NL,5199,1702,95.211.210.72,hosted-by.Eqservers.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,LEASEWEB-NL Netherlands- NL,60781,31200,None
cajuntechie,NL,10,63,128.199.39.144,remailer.cpunk.us,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-01-23,DIGITALOCEAN-ASN-3 Digital Ocean- Inc.- NL,202018,20,None
calenhad,US,9,61,70.169.35.173,mail.calenhad.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2013-08-30,ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.-US,22773,112,None
caligula,IN,99,2207,115.124.112.235,115.124.112.235,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-07,HOSTCOIN-AS-IN-AP ESDS Software Solution Pvt. Ltd.- IN,45815,768,None
callisto,US,101,564,65.31.206.2,cpe-65-31-206-2.kc.res.rr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-05-15,SCRR-11427 - Time Warner Cable Internet LLC-US,11427,779,[2001:470:c499:2::ca:97]:9001
Callisto,GB,80,1894,82.21.211.29,cpc95902-rdng25-2-0-cust796.15-3.cable.virginm.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-11-21,NTL Virgin Media Limited- GB,5089,400,None
CallyaTrop8,DE,0,15,87.180.87.84,p57B45754.dip0.t-ipconnect.de,9035,9040,0,0,0,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-08-29,DTAG Internet service provider operations- DE,3320,25,None
CalyxInstitute03,US,977,647,162.247.72.213,snowden.tor-exit.calyxinstitute.org,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on FreeBSD,0,0,2013-06-23,CALYX-AS - The Calyx Institute-US,4224,3270,None
CalyxInstitute04,US,963,1680,162.247.73.204,162.247.73.204,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on FreeBSD,0,0,2013-07-08,CALYX-AS - The Calyx Institute-US,4224,3090,None
CalyxInstitute05,US,749,1680,162.247.73.74,162.247.73.74,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.6.10 on FreeBSD,0,0,2013-07-08,CALYX-AS - The Calyx Institute-US,4224,2570,None
CalyxInstitute06,US,4856,354,162.247.73.206,162.247.73.206,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2013-11-23,CALYX-AS - The Calyx Institute-US,4224,11300,None
CalyxInstitute07,NL,7685,3480,82.94.251.227,mail.calyx.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2013-11-05,XS4ALL-NL XS4ALL Internet BV-NL,3265,34000,None
CalyxInstitute08,US,3046,1701,162.247.72.216,phoolandevi.tor-exit.calyxinstitute.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2013-11-12,CALYX-AS - The Calyx Institute-US,4224,11600,None
CalyxInstitute09,US,1755,647,162.247.72.217,perry.fellwock.tor-exit.calyxinstitute.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2013-11-19,CALYX-AS - The Calyx Institute-US,4224,5810,None
CalyxInstitute10,US,329,354,162.247.73.201,162.247.73.201,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2014-02-19,CALYX-AS - The Calyx Institute- US,4224,2300,None
CalyxInstitute11,US,4964,1700,162.247.72.27,turing.tor-exit.calyxinstitute.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-11-24,CALYX-AS - The Calyx Institute-US,4224,17600,None
CalyxInstitute13,US,4673,354,162.247.72.200,kiriakou.tor-exit.calyxinstitute.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-12-20,CALYX-AS - The Calyx Institute-US,4224,14800,None
CalyxInstitute14,US,4570,354,162.247.72.201,kunstler.tor-exit.calyxinstitute.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-12-23,CALYX-AS - The Calyx Institute-US,4224,15700,None
CalyxInstitute15,US,1076,1702,162.247.72.202,djb.tor-exit.calyxinstitute.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-08-21,CALYX-AS - The Calyx Institute-US,4224,3420,None
Camel,US,121,265,45.79.91.126,li1190-126.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-06-05,HURRICANE - Hurricane Electric- Inc.-US,6939,790,None
camoList,US,3590,812,69.162.139.9,readme.tor.camolist.com,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-08-14,STEADFAST - Steadfast Networks-US,32748,15200,None
camouflage,DE,85,31,95.143.172.140,cetus.uberspace.de,63526,None,0,0,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2013-10-17,RHTEC-AS rh-tec Business GmbH-DE,25560,498,None
camus,US,0,1176,97.95.35.13,97-95-35-13.dhcp.bycy.mi.charter.com,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2014-08-14,CHARTER-NET-HKY-NC - Charter Communications- US,20115,31,None
canadianhomerelay,CA,10,2424,135.23.114.41,135-23-114-41.cpe.pppoe.ca,8443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-01-29,TEKSAVVY - TekSavvy Solutions- Inc.-CA,5645,89,None
Canarsie,US,130,2522,71.229.218.199,c-71-229-218-199.hsd1.co.comcast.net,52443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2015-12-16,COMCAST-7922 - Comcast Cable Communications- Inc.-US,7922,933,None
CancerFighter,BG,178,24,77.70.63.220,77.70.63.220,55555,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.10 on Linux,0,0,2015-12-26,MEGALAN MOBILTEL EAD-BG,35141,970,None
Cannary,DE,0,14,79.222.201.110,p4FDEC96E.dip0.t-ipconnect.de,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-05-28,DTAG Internet service provider operations- DE,3320,19,None
canoodle,DE,0,20,78.46.249.71,static.71.249.46.78.clients.your-server.de,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-06-06,HETZNER-AS - DE,24940,20,None
cantstopthesignal51,EE,156,19,88.196.236.45,45-236-196-88.dyn.estpak.ee,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-02-02,ESTPAK Telia Eesti AS- EE,3249,828,None
canyouhearme,US,1,550,98.210.191.90,c-98-210-191-90.hsd1.ca.comcast.net,80,443,0,0,0,0,0,1,1,1,1,Tor 0.2.7.6 on Windows 7,0,0,2016-04-30,COMCAST-7922 - Comcast Cable Communications- Inc.- US,7922,15,None
CaptainPlato,DE,7,440,178.26.132.108,ipb21a846c.dynamic.kabel-deutschland.de,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.6.7 on FreeBSD,0,0,2015-10-13,KABELDEUTSCHLAND-AS Vodafone Kabel Deutschland GmbH- DE,31334,9,None
captklutz,GB,137,51,92.27.7.209,cdmlan.com,46205,41826,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-14,OPALTELECOM-AS TalkTalk Communications Limited- GB,13285,751,[2a00:14f0:e000:80d2:7415:150a:17e1:a250]:46205
Cargol,ES,6,223,188.78.214.153,153.214.78.188.dynamic.jazztel.es,9001,9030,0,1,0,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-02-22,JAZZNET Jazz Telecom S.A.- ES,12715,10,None
CarnalHide,IT,6,447,188.213.174.97,host97-174-213-188.serverdedicati.aruba.it,9000,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-05-20,ARUBA-ASN Aruba S.p.A.- IT,31034,36,None
Caro,DE,99,15,79.219.253.17,p4FDBFD11.dip0.t-ipconnect.de,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.6.10 on FreeBSD,0,0,2014-08-06,DTAG Internet service provider operations- DE,3320,295,None
carrefour,CH,758,781,81.17.30.44,81.17.30.44,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-09,PLI-AS Private Layer INC-CH,51852,3680,None
carrots,US,994,502,50.116.49.46,li394-46.members.linode.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-10-08,LINODE-AP Linode- LLC-SG,63949,3320,[2600:3c03::f03c:91ff:fe70:1bef]:9001
carruba,ES,0,5,5.134.118.105,carruba.maxxer.it,1978,None,0,0,0,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-06-06,GINERNET - ES,59432,20,None
